	genes	ranking	Gene.name.x	genes2	Final.CANDIDATES	X1	GENEBIOTYPE	SYMBOL	GENENAME
816	ENSMUSG00000085389	816	1700003M07Rik	1700003M07RIK	AXON	CONTRAS	lincRNA	1700003M07Rik	1700003M07Rik
817	ENSMUSG00000097536	817	2610037D02Rik	2610037D02RIK	AXON	CONTRAS	lincRNA	2610037D02Rik	2610037D02Rik
818	ENSMUSG00000082674	818	Gm11914	GM11914	AXON	CONTRAS	processed_pseudogene	Gm11914	Gm11914
819	ENSMUSG00000042353	819	Frem3	FREM3	AXON	CONTRAS	protein_coding	Frem3	Frem3
820	ENSMUSG00000105485	820	Gm42447	GM42447	AXON	CONTRAS	NA	NA	NA
821	ENSMUSG00000026048	821	Ercc5	ERCC5	AXON	CONTRAS	protein_coding	Ercc5	Ercc5
822	ENSMUSG00000036353	822	P2ry12	P2RY12	AXON	CONTRAS	protein_coding	P2ry12	P2ry12
823	ENSMUSG00000022718	823	Dgcr8	DGCR8	AXON	CONTRAS	protein_coding	Dgcr8	Dgcr8
824	ENSMUSG00000040138	824	Ndp	NDP	AXON	CONTRAS	protein_coding	Ndp	Ndp
825	ENSMUSG00000028020	825	Glrb	GLRB	AXON	CONTRAS	protein_coding	Glrb	Glrb
826	ENSMUSG00000104037	826	Gm37776	GM37776	AXON	CONTRAS	TEC	RP24-151O6.1	RP24-151O6.1
827	ENSMUSG00000050234	827	Gja4	GJA4	AXON	CONTRAS	protein_coding	Gja4	Gja4
828	ENSMUSG00000030284	828	Creld1	CRELD1	AXON	CONTRAS	protein_coding	Creld1	Creld1
829	ENSMUSG00000108784	829	4930517G19Rik	4930517G19RIK	AXON	CONTRAS	NA	NA	NA
830	ENSMUSG00000013858	830	Tmem259	TMEM259	AXON	CONTRAS	protein_coding	Tmem259	Tmem259
831	ENSMUSG00000029452	831	Tmem116	TMEM116	AXON	CONTRAS	protein_coding	Tmem116	Tmem116
832	ENSMUSG00000095007	832	Igkv12-41	IGKV12-41	AXON	CONTRAS	IG_LV_gene	Igkv12-41	Igkv12-41
833	ENSMUSG00000104861	833	3110039M20Rik	3110039M20RIK	AXON	CONTRAS	NA	NA	NA
834	ENSMUSG00000086805	834	4932443L11Rik	4932443L11RIK	AXON	CONTRAS	processed_transcript	4932443L11Rik	4932443L11Rik
835	ENSMUSG00000026826	835	Nr4a2	NR4A2	AXON	CONTRAS	protein_coding	Nr4a2	Nr4a2
836	ENSMUSG00000099224	836	NA	NA	AXON	CONTRAS	miRNA	Gm27379	Gm27379
837	ENSMUSG00000042351	837	Grap2	GRAP2	AXON	CONTRAS	protein_coding	Grap2	Grap2
838	ENSMUSG00000013928	838	1700020L13Rik	1700020L13RIK	AXON	CONTRAS	protein_coding	Thap8	Thap8
839	ENSMUSG00000022332	839	Khdrbs3	KHDRBS3	AXON	CONTRAS	protein_coding	Khdrbs3	Khdrbs3
840	ENSMUSG00000024055	840	Cyp4f13	CYP4F13	AXON	CONTRAS	protein_coding	Cyp4f13	Cyp4f13
841	ENSMUSG00000085334	841	Gm12940	GM12940	AXON	CONTRAS	processed_transcript	Gm12940	Gm12940
842	ENSMUSG00000044712	842	Slc38a6	SLC38A6	AXON	CONTRAS	protein_coding	Slc38a6	Slc38a6
843	ENSMUSG00000080574	843	Mir466i	MIR466I	AXON	CONTRAS	miRNA	Mir466i	Mir466i
844	ENSMUSG00000051379	844	Flrt3	FLRT3	AXON	CONTRAS	protein_coding	Flrt3	Flrt3
845	ENSMUSG00000102850	845	Gm37082	GM37082	AXON	CONTRAS	TEC	RP24-88B13.7	RP24-88B13.7
846	ENSMUSG00000032754	846	Slc8b1	SLC8B1	AXON	CONTRAS	protein_coding	Slc8b1	Slc8b1
847	ENSMUSG00000104546	847	Gm43858	GM43858	AXON	CONTRAS	NA	NA	NA
848	ENSMUSG00000087348	848	Gm15582	GM15582	AXON	CONTRAS	antisense	Gm15582	Gm15582
849	ENSMUSG00000010492	849	Uckl1os	UCKL1OS	AXON	CONTRAS	antisense	Uckl1os	Uckl1os
850	ENSMUSG00000057246	850	BC051142	BC051142	AXON	CONTRAS	protein_coding	BC051142	BC051142
851	ENSMUSG00000047216	851	Cdh19	CDH19	AXON	CONTRAS	protein_coding	Cdh19	Cdh19
852	ENSMUSG00000024873	852	Cnih2	CNIH2	AXON	CONTRAS	protein_coding	Cnih2	Cnih2
853	ENSMUSG00000050944	853	Efcab5	EFCAB5	AXON	CONTRAS	protein_coding	Efcab5	Efcab5
854	ENSMUSG00000018412	854	Kansl1	KANSL1	AXON	CONTRAS	protein_coding	Kansl1	Kansl1
855	ENSMUSG00000040483	855	Xaf1	XAF1	AXON	CONTRAS	protein_coding	Xaf1	Xaf1
856	ENSMUSG00000072571	856	Tmem253	TMEM253	AXON	CONTRAS	protein_coding	Tmem253	Tmem253
857	ENSMUSG00000103771	857	Gm36934	GM36934	AXON	CONTRAS	processed_pseudogene	RP24-429M15.4	RP24-429M15.4
858	ENSMUSG00000018363	858	Smurf2	SMURF2	AXON	CONTRAS	protein_coding	Smurf2	Smurf2
859	ENSMUSG00000090024	859	Gm16350	GM16350	AXON	CONTRAS	antisense	Gm16350	Gm16350
860	ENSMUSG00000047307	860	Pcdhb13	PCDHB13	AXON	CONTRAS	protein_coding	Pcdhb13	Pcdhb13
861	ENSMUSG00000048000	861	Gigyf2	GIGYF2	AXON	CONTRAS	protein_coding	Gigyf2	Gigyf2
862	ENSMUSG00000103916	862	Gm38071	GM38071	AXON	CONTRAS	TEC	RP23-239I17.4	RP23-239I17.4
863	ENSMUSG00000103922	863	Gm6123	GM6123	AXON	CONTRAS	processed_pseudogene	RP23-34E15.4	RP23-34E15.4
864	ENSMUSG00000084487	864	Gm23787	GM23787	AXON	CONTRAS	snoRNA	Gm23787	Gm23787
865	ENSMUSG00000034863	865	Ano8	ANO8	AXON	CONTRAS	protein_coding	Ano8	Ano8
866	ENSMUSG00000054280	866	Prr14l	PRR14L	AXON	CONTRAS	protein_coding	Prr14l	Prr14l
867	ENSMUSG00000104293	867	Gm38043	GM38043	AXON	CONTRAS	TEC	RP23-363M8.2	RP23-363M8.2
868	ENSMUSG00000107647	868	Gm44445	GM44445	AXON	CONTRAS	NA	NA	NA
869	ENSMUSG00000103780	869	Gm37524	GM37524	AXON	CONTRAS	TEC	RP24-93F24.2	RP24-93F24.2
870	ENSMUSG00000102747	870	Gm37602	GM37602	AXON	CONTRAS	TEC	RP23-184I13.6	RP23-184I13.6
871	ENSMUSG00000073077	871	Cfap47	CFAP47	AXON	CONTRAS	protein_coding	Gm7173	Gm7173
872	ENSMUSG00000106764	872	Gm42529	GM42529	AXON	CONTRAS	NA	NA	NA
873	ENSMUSG00000103216	873	Gm37248	GM37248	AXON	CONTRAS	TEC	RP24-490B17.5	RP24-490B17.5
874	ENSMUSG00000106472	874	Gm43111	GM43111	AXON	CONTRAS	NA	NA	NA
875	ENSMUSG00000020788	875	Atp2a3	ATP2A3	AXON	CONTRAS	protein_coding	Atp2a3	Atp2a3
876	ENSMUSG00000052629	876	Gm9885	GM9885	AXON	CONTRAS	lincRNA	Gm9885	Gm9885
877	ENSMUSG00000038346	877	Zfp384	ZFP384	AXON	CONTRAS	protein_coding	Zfp384	Zfp384
878	ENSMUSG00000056459	878	Zbtb25	ZBTB25	AXON	CONTRAS	protein_coding	Zbtb25	Zbtb25
879	ENSMUSG00000053007	879	Creb5	CREB5	AXON	CONTRAS	protein_coding	Creb5	Creb5
880	ENSMUSG00000102995	880	A330074H02Rik	A330074H02RIK	AXON	CONTRAS	TEC	RP24-186G5.1	RP24-186G5.1
881	ENSMUSG00000039891	881	Txlnb	TXLNB	AXON	CONTRAS	protein_coding	Txlnb	Txlnb
882	ENSMUSG00000020455	882	Trim11	TRIM11	AXON	CONTRAS	protein_coding	Trim11	Trim11
883	ENSMUSG00000049551	883	Fzd9	FZD9	AXON	CONTRAS	protein_coding	Fzd9	Fzd9
884	ENSMUSG00000075023	884	Accsl	ACCSL	AXON	CONTRAS	protein_coding	Accsl	Accsl
885	ENSMUSG00000105572	885	Gm43300	GM43300	AXON	CONTRAS	NA	NA	NA
886	ENSMUSG00000087143	886	A830082K12Rik	A830082K12RIK	AXON	CONTRAS	antisense	A830082K12Rik	A830082K12Rik
887	ENSMUSG00000037339	887	Fam53a	FAM53A	AXON	CONTRAS	protein_coding	Fam53a	Fam53a
888	ENSMUSG00000106414	888	Gm43320	GM43320	AXON	CONTRAS	NA	NA	NA
889	ENSMUSG00000048416	889	Mlf1	MLF1	AXON	CONTRAS	protein_coding	Mlf1	Mlf1
890	ENSMUSG00000053216	890	Btn2a2	BTN2A2	AXON	CONTRAS	protein_coding	Btn2a2	Btn2a2
891	ENSMUSG00000021903	891	Galnt15	GALNT15	AXON	CONTRAS	protein_coding	Galnt15	Galnt15
892	ENSMUSG00000092009	892	Myh15	MYH15	AXON	CONTRAS	protein_coding	Myh15	Myh15
893	ENSMUSG00000054452	893	Tle5	TLE5	AXON	CONTRAS	protein_coding	Aes	Aes
894	ENSMUSG00000106018	894	Gm43527	GM43527	AXON	CONTRAS	NA	NA	NA
895	ENSMUSG00000042428	895	Mgat3	MGAT3	AXON	CONTRAS	protein_coding	Mgat3	Mgat3
896	ENSMUSG00000085037	896	4933421O10Rik	4933421O10RIK	AXON	CONTRAS	processed_transcript	4933421O10Rik	4933421O10Rik
897	ENSMUSG00000020273	897	Papolg	PAPOLG	AXON	CONTRAS	protein_coding	Papolg	Papolg
898	ENSMUSG00000040721	898	Zfhx2	ZFHX2	AXON	CONTRAS	protein_coding	Zfhx2	Zfhx2
899	ENSMUSG00000087202	899	Gm15813	GM15813	AXON	CONTRAS	antisense	Gm15813	Gm15813
900	ENSMUSG00000107205	900	Gm42576	GM42576	AXON	CONTRAS	NA	NA	NA
901	ENSMUSG00000036990	901	Otud4	OTUD4	AXON	CONTRAS	protein_coding	Otud4	Otud4
902	ENSMUSG00000098142	902	Gm7507	GM7507	AXON	CONTRAS	processed_pseudogene	Gm7507	Gm7507
903	ENSMUSG00000027380	903	Acoxl	ACOXL	AXON	CONTRAS	protein_coding	Acoxl	Acoxl
904	ENSMUSG00000034833	904	Tespa1	TESPA1	AXON	CONTRAS	protein_coding	Tespa1	Tespa1
905	ENSMUSG00000088705	905	Gm25549	GM25549	AXON	CONTRAS	snRNA	Gm25549	Gm25549
906	ENSMUSG00000031861	906	Lpar2	LPAR2	AXON	CONTRAS	protein_coding	Lpar2	Lpar2
907	ENSMUSG00000105340	907	Gm42878	GM42878	AXON	CONTRAS	NA	NA	NA
908	ENSMUSG00000043183	908	Simc1	SIMC1	AXON	CONTRAS	protein_coding	Simc1	Simc1
909	ENSMUSG00000060671	909	Atp8b2	ATP8B2	AXON	CONTRAS	protein_coding	Atp8b2	Atp8b2
910	ENSMUSG00000065022	910	AF357341	AF357341	AXON	CONTRAS	snoRNA	AF357341	AF357341
911	ENSMUSG00000042225	911	Ammecr1	AMMECR1	AXON	CONTRAS	protein_coding	Ammecr1	Ammecr1
912	ENSMUSG00000017291	912	Taok1	TAOK1	AXON	CONTRAS	protein_coding	Taok1	Taok1
913	ENSMUSG00000020284	913	Cfap410	CFAP410	AXON	CONTRAS	protein_coding	1810043G02Rik	1810043G02Rik
914	ENSMUSG00000025946	914	Pth2r	PTH2R	AXON	CONTRAS	protein_coding	Pth2r	Pth2r
915	ENSMUSG00000013419	915	Zfp651	ZFP651	AXON	CONTRAS	protein_coding	Zfp651	Zfp651
916	ENSMUSG00000030815	916	Phkg2	PHKG2	AXON	CONTRAS	protein_coding	Phkg2	Phkg2
917	ENSMUSG00000024325	917	Ring1	RING1	AXON	CONTRAS	protein_coding	Ring1	Ring1
918	ENSMUSG00000026349	918	Ccnt2	CCNT2	AXON	CONTRAS	protein_coding	Ccnt2	Ccnt2
919	ENSMUSG00000089979	919	NA	NA	AXON	CONTRAS	processed_transcript	Gm15954	Gm15954
920	ENSMUSG00000027947	920	Il6ra	IL6RA	AXON	CONTRAS	protein_coding	Il6ra	Il6ra
921	ENSMUSG00000105836	921	Gm17954	GM17954	AXON	CONTRAS	NA	NA	NA
922	ENSMUSG00000024308	922	Tapbp	TAPBP	AXON	CONTRAS	protein_coding	Tapbp	Tapbp
923	ENSMUSG00000042340	923	Ctf1	CTF1	AXON	CONTRAS	protein_coding	Ctf1	Ctf1
924	ENSMUSG00000047143	924	Dmrta2	DMRTA2	AXON	CONTRAS	protein_coding	Dmrta2	Dmrta2
925	ENSMUSG00000059742	925	Kcnh7	KCNH7	AXON	CONTRAS	protein_coding	Kcnh7	Kcnh7
926	ENSMUSG00000026109	926	Tmeff2	TMEFF2	AXON	CONTRAS	protein_coding	Tmeff2	Tmeff2
927	ENSMUSG00000045394	927	Epcam	EPCAM	AXON	CONTRAS	protein_coding	Epcam	Epcam
928	ENSMUSG00000090115	928	Usp49	USP49	AXON	CONTRAS	protein_coding	Usp49	Usp49
929	ENSMUSG00000078452	929	Raet1d	RAET1D	AXON	CONTRAS	protein_coding	Raet1d	Raet1d
930	ENSMUSG00000006649	930	Nphs1	NPHS1	AXON	CONTRAS	protein_coding	Nphs1	Nphs1
931	ENSMUSG00000081270	931	Gm11653	GM11653	AXON	CONTRAS	processed_pseudogene	Gm11653	Gm11653
932	ENSMUSG00000059866	932	Tnip2	TNIP2	AXON	CONTRAS	protein_coding	Tnip2	Tnip2
933	ENSMUSG00000026074	933	Map4k4	MAP4K4	AXON	CONTRAS	protein_coding	Map4k4	Map4k4
934	ENSMUSG00000083606	934	Gm15916	GM15916	AXON	CONTRAS	processed_pseudogene	Gm15916	Gm15916
935	ENSMUSG00000024940	935	Ltbp3	LTBP3	AXON	CONTRAS	protein_coding	Ltbp3	Ltbp3
936	ENSMUSG00000028412	936	Slc44a1	SLC44A1	AXON	CONTRAS	protein_coding	Slc44a1	Slc44a1
937	ENSMUSG00000005371	937	Fbxo11	FBXO11	AXON	CONTRAS	protein_coding	Fbxo11	Fbxo11
938	ENSMUSG00000051790	938	Nlgn2	NLGN2	AXON	CONTRAS	protein_coding	Nlgn2	Nlgn2
939	ENSMUSG00000083783	939	Gm12739	GM12739	AXON	CONTRAS	processed_pseudogene	Gm12739	Gm12739
940	ENSMUSG00000108057	940	Gm44234	GM44234	AXON	CONTRAS	NA	NA	NA
941	ENSMUSG00000019726	941	Lyst	LYST	AXON	CONTRAS	protein_coding	Lyst	Lyst
942	ENSMUSG00000108093	942	Gm44102	GM44102	AXON	CONTRAS	NA	NA	NA
943	ENSMUSG00000101823	943	Gm29438	GM29438	AXON	CONTRAS	sense_intronic	Gm29438	Gm29438
944	ENSMUSG00000021796	944	Bmpr1a	BMPR1A	AXON	CONTRAS	protein_coding	Bmpr1a	Bmpr1a
945	ENSMUSG00000104052	945	Gm38125	GM38125	AXON	CONTRAS	TEC	RP24-178N19.2	RP24-178N19.2
946	ENSMUSG00000014592	946	Camta1	CAMTA1	AXON	CONTRAS	protein_coding	Camta1	Camta1
947	ENSMUSG00000034973	947	Dop1a	DOP1A	AXON	CONTRAS	protein_coding	Dopey1	Dopey1
948	ENSMUSG00000108422	948	Gm44765	GM44765	AXON	CONTRAS	NA	NA	NA
949	ENSMUSG00000102702	949	Gm37260	GM37260	AXON	CONTRAS	TEC	RP23-277L20.2	RP23-277L20.2
950	ENSMUSG00000107252	950	Gm5767	GM5767	AXON	CONTRAS	NA	NA	NA
951	ENSMUSG00000064061	951	Dzip3	DZIP3	AXON	CONTRAS	protein_coding	Dzip3	Dzip3
952	ENSMUSG00000030159	952	Clec1b	CLEC1B	AXON	CONTRAS	protein_coding	Clec1b	Clec1b
953	ENSMUSG00000104696	953	Gm42946	GM42946	AXON	CONTRAS	NA	NA	NA
954	ENSMUSG00000108171	954	Gm43915	GM43915	AXON	CONTRAS	NA	NA	NA
955	ENSMUSG00000102142	955	Gm26930	GM26930	AXON	CONTRAS	sense_intronic	RP23-393I12.5	RP23-393I12.5
956	ENSMUSG00000017667	956	Zfp334	ZFP334	AXON	CONTRAS	protein_coding	Zfp334	Zfp334
957	ENSMUSG00000026924	957	Sec16a	SEC16A	AXON	CONTRAS	protein_coding	Sec16a	Sec16a
958	ENSMUSG00000076613	958	Ighg2b	IGHG2B	AXON	CONTRAS	IG_C_gene	Ighg2b	Ighg2b
959	ENSMUSG00000030342	959	Cd9	CD9	AXON	CONTRAS	protein_coding	Cd9	Cd9
960	ENSMUSG00000004768	960	Rab23	RAB23	AXON	CONTRAS	protein_coding	Rab23	Rab23
961	ENSMUSG00000101608	961	Gm28652	GM28652	AXON	CONTRAS	lincRNA	Gm28652	Gm28652
962	ENSMUSG00000020886	962	Dlg4	DLG4	AXON	CONTRAS	protein_coding	Dlg4	Dlg4
963	ENSMUSG00000108378	963	Gm44641	GM44641	AXON	CONTRAS	NA	NA	NA
964	ENSMUSG00000087264	964	Gad1os	GAD1OS	AXON	CONTRAS	antisense	Gad1os	Gad1os
965	ENSMUSG00000092394	965	Gm20445	GM20445	AXON	CONTRAS	processed_pseudogene	Gm20445	Gm20445
966	ENSMUSG00000020672	966	Sntg2	SNTG2	AXON	CONTRAS	protein_coding	Sntg2	Sntg2
967	ENSMUSG00000052861	967	Dnah6	DNAH6	AXON	CONTRAS	protein_coding	Dnah6	Dnah6
968	ENSMUSG00000106905	968	Gm42741	GM42741	AXON	CONTRAS	NA	NA	NA
969	ENSMUSG00000047940	969	Stpg2	STPG2	AXON	CONTRAS	protein_coding	Stpg2	Stpg2
970	ENSMUSG00000011305	970	Plin5	PLIN5	AXON	CONTRAS	protein_coding	Plin5	Plin5
971	ENSMUSG00000085982	971	9530051G07Rik	9530051G07RIK	AXON	CONTRAS	processed_transcript	9530051G07Rik	9530051G07Rik
972	ENSMUSG00000028195	972	Ccn1	CCN1	AXON	CONTRAS	protein_coding	Cyr61	Cyr61
973	ENSMUSG00000024440	973	Pcdh12	PCDH12	AXON	CONTRAS	protein_coding	Pcdh12	Pcdh12
974	ENSMUSG00000027364	974	Usp50	USP50	AXON	CONTRAS	protein_coding	Usp50	Usp50
975	ENSMUSG00000099384	975	1700110C19Rik	1700110C19RIK	AXON	CONTRAS	lincRNA	1700110C19Rik	1700110C19Rik
976	ENSMUSG00000087082	976	Gm15423	GM15423	AXON	CONTRAS	antisense	Gm15423	Gm15423
977	ENSMUSG00000086765	977	Gm11827	GM11827	AXON	CONTRAS	lincRNA	Gm11827	Gm11827
978	ENSMUSG00000046111	978	Cep295	CEP295	AXON	CONTRAS	protein_coding	Cep295	Cep295
979	ENSMUSG00000034255	979	Arhgap27	ARHGAP27	AXON	CONTRAS	protein_coding	Arhgap27	Arhgap27
980	ENSMUSG00000046096	980	Mosmo	MOSMO	AXON	CONTRAS	protein_coding	BC030336	BC030336
981	ENSMUSG00000071414	981	Gm6736	GM6736	AXON	CONTRAS	processed_pseudogene	Gm6736	Gm6736
982	ENSMUSG00000066829	982	Zfp810	ZFP810	AXON	CONTRAS	protein_coding	Zfp810	Zfp810
983	ENSMUSG00000061577	983	Adgrg5	ADGRG5	AXON	CONTRAS	protein_coding	Gpr114	Gpr114
984	ENSMUSG00000035875	984	AI182371	AI182371	AXON	CONTRAS	protein_coding	AI182371	AI182371
985	ENSMUSG00000019820	985	Utrn	UTRN	AXON	CONTRAS	protein_coding	Utrn	Utrn
986	ENSMUSG00000041685	986	Fcho2	FCHO2	AXON	CONTRAS	protein_coding	Fcho2	Fcho2
987	ENSMUSG00000097292	987	A230107N01Rik	A230107N01RIK	AXON	CONTRAS	antisense	A230107N01Rik	A230107N01Rik
988	ENSMUSG00000014361	988	Mertk	MERTK	AXON	CONTRAS	protein_coding	Mertk	Mertk
989	ENSMUSG00000087177	989	E130307A14Rik	E130307A14RIK	AXON	CONTRAS	processed_transcript	E130307A14Rik	E130307A14Rik
990	ENSMUSG00000083579	990	Gm15538	GM15538	AXON	CONTRAS	processed_pseudogene	Gm15538	Gm15538
991	ENSMUSG00000105289	991	Gm43483	GM43483	AXON	CONTRAS	NA	NA	NA
992	ENSMUSG00000064451	992	Snora23	SNORA23	AXON	CONTRAS	snoRNA	Snora23	Snora23
993	ENSMUSG00000027082	993	Tfpi	TFPI	AXON	CONTRAS	protein_coding	Tfpi	Tfpi
994	ENSMUSG00000024420	994	Zfp521	ZFP521	AXON	CONTRAS	protein_coding	Zfp521	Zfp521
995	ENSMUSG00000002799	995	Jag2	JAG2	AXON	CONTRAS	protein_coding	Jag2	Jag2
996	ENSMUSG00000005102	996	Eif2ak4	EIF2AK4	AXON	CONTRAS	protein_coding	Eif2ak4	Eif2ak4
997	ENSMUSG00000038256	997	Bcl9	BCL9	AXON	CONTRAS	protein_coding	Bcl9	Bcl9
998	ENSMUSG00000090207	998	4930524O07Rik	4930524O07RIK	AXON	CONTRAS	antisense	4930524O07Rik	4930524O07Rik
999	ENSMUSG00000011257	999	Pabpc4	PABPC4	AXON	CONTRAS	protein_coding	Pabpc4	Pabpc4
1000	ENSMUSG00000100632	1000	9430060I03Rik	9430060I03RIK	AXON	CONTRAS	antisense	9430060I03Rik	9430060I03Rik
1001	ENSMUSG00000105677	1001	Gm43328	GM43328	AXON	CONTRAS	NA	NA	NA
1002	ENSMUSG00000033788	1002	Dysf	DYSF	AXON	CONTRAS	protein_coding	Dysf	Dysf
1003	ENSMUSG00000087855	1003	Mir432	MIR432	AXON	CONTRAS	miRNA	Mir432	Mir432
1004	ENSMUSG00000015476	1004	Prrt1	PRRT1	AXON	CONTRAS	protein_coding	Prrt1	Prrt1
1005	ENSMUSG00000092182	1005	Gm20407	GM20407	AXON	CONTRAS	processed_transcript	Gm20407	Gm20407
1006	ENSMUSG00000026836	1006	Acvr1	ACVR1	AXON	CONTRAS	protein_coding	Acvr1	Acvr1
1007	ENSMUSG00000035649	1007	Zcchc7	ZCCHC7	AXON	CONTRAS	protein_coding	Zcchc7	Zcchc7
1008	ENSMUSG00000020716	1008	Nf1	NF1	AXON	CONTRAS	protein_coding	Nf1	Nf1
1009	ENSMUSG00000105717	1009	Gm43465	GM43465	AXON	CONTRAS	NA	NA	NA
1010	ENSMUSG00000087528	1010	9830144P21Rik	9830144P21RIK	AXON	CONTRAS	processed_transcript	9830144P21Rik	9830144P21Rik
1011	ENSMUSG00000089940	1011	Gm4117	GM4117	AXON	CONTRAS	processed_transcript	Gm4117	Gm4117
1012	ENSMUSG00000048406	1012	B330016D10Rik	B330016D10RIK	AXON	CONTRAS	pseudogene	B330016D10Rik	B330016D10Rik
1013	ENSMUSG00000003134	1013	Tbc1d8	TBC1D8	AXON	CONTRAS	protein_coding	Tbc1d8	Tbc1d8
1014	ENSMUSG00000020821	1014	Kif1c	KIF1C	AXON	CONTRAS	protein_coding	Kif1c	Kif1c
1015	ENSMUSG00000096083	1015	Gm10428	GM10428	AXON	CONTRAS	protein_coding	Gm10428	Gm10428
1016	ENSMUSG00000107812	1016	Gm43935	GM43935	AXON	CONTRAS	NA	NA	NA
1017	ENSMUSG00000036528	1017	Ppfibp2	PPFIBP2	AXON	CONTRAS	protein_coding	Ppfibp2	Ppfibp2
1018	ENSMUSG00000028414	1018	Fktn	FKTN	AXON	CONTRAS	protein_coding	Fktn	Fktn
1019	ENSMUSG00000102737	1019	1700016A09Rik	1700016A09RIK	AXON	CONTRAS	TEC	RP23-246H16.1	RP23-246H16.1
1020	ENSMUSG00000028919	1020	Arhgef19	ARHGEF19	AXON	CONTRAS	protein_coding	Arhgef19	Arhgef19
1021	ENSMUSG00000036197	1021	Gxylt1	GXYLT1	AXON	CONTRAS	protein_coding	Gxylt1	Gxylt1
1022	ENSMUSG00000099137	1022	Gm10603	GM10603	AXON	CONTRAS	lincRNA	Gm10603	Gm10603
1023	ENSMUSG00000039988	1023	Ankrd13c	ANKRD13C	AXON	CONTRAS	protein_coding	Ankrd13c	Ankrd13c
1024	ENSMUSG00000055897	1024	Ppp4r1l-ps	PPP4R1L-PS	AXON	CONTRAS	transcribed_unprocessed_pseudogene	Ppp4r1l-ps	Ppp4r1l-ps
1025	ENSMUSG00000027611	1025	Procr	PROCR	AXON	CONTRAS	protein_coding	Procr	Procr
1026	ENSMUSG00000097664	1026	NA	NA	AXON	CONTRAS	lincRNA	Gm26765	Gm26765
1027	ENSMUSG00000108035	1027	Gm44021	GM44021	AXON	CONTRAS	NA	NA	NA
1028	ENSMUSG00000072770	1028	Acrbp	ACRBP	AXON	CONTRAS	protein_coding	Acrbp	Acrbp
1029	ENSMUSG00000004113	1029	Cacna1b	CACNA1B	AXON	CONTRAS	protein_coding	Cacna1b	Cacna1b
1030	ENSMUSG00000038708	1030	Golga4	GOLGA4	AXON	CONTRAS	protein_coding	Golga4	Golga4
1031	ENSMUSG00000034112	1031	Atp2c2	ATP2C2	AXON	CONTRAS	protein_coding	Atp2c2	Atp2c2
1032	ENSMUSG00000022440	1032	C1qtnf6	C1QTNF6	AXON	CONTRAS	protein_coding	C1qtnf6	C1qtnf6
1033	ENSMUSG00000036459	1033	Wtip	WTIP	AXON	CONTRAS	protein_coding	Wtip	Wtip
1034	ENSMUSG00000086268	1034	Gm11670	GM11670	AXON	CONTRAS	antisense	Gm11670	Gm11670
1035	ENSMUSG00000072731	1035	Gm16525	GM16525	AXON	CONTRAS	unprocessed_pseudogene	Gm3715	Gm3715
1036	ENSMUSG00000055805	1036	Fmnl1	FMNL1	AXON	CONTRAS	protein_coding	Fmnl1	Fmnl1
1037	ENSMUSG00000049100	1037	Pcdh10	PCDH10	AXON	CONTRAS	protein_coding	Pcdh10	Pcdh10
1038	ENSMUSG00000104756	1038	Gm42464	GM42464	AXON	CONTRAS	NA	NA	NA
1039	ENSMUSG00000001750	1039	Tcirg1	TCIRG1	AXON	CONTRAS	protein_coding	Tcirg1	Tcirg1
1040	ENSMUSG00000100600	1040	A230077H06Rik	A230077H06RIK	AXON	CONTRAS	antisense	A230077H06Rik	A230077H06Rik
1041	ENSMUSG00000106525	1041	Gm42695	GM42695	AXON	CONTRAS	NA	NA	NA
1042	ENSMUSG00000052085	1042	Dock8	DOCK8	AXON	CONTRAS	protein_coding	Dock8	Dock8
1043	ENSMUSG00000024182	1043	Axin1	AXIN1	AXON	CONTRAS	protein_coding	Axin1	Axin1
1044	ENSMUSG00000038126	1044	Mphosph9	MPHOSPH9	AXON	CONTRAS	protein_coding	Mphosph9	Mphosph9
1045	ENSMUSG00000035248	1045	Tut7	TUT7	AXON	CONTRAS	protein_coding	Zcchc6	Zcchc6
1046	ENSMUSG00000055541	1046	Lair1	LAIR1	AXON	CONTRAS	protein_coding	Lair1	Lair1
1047	ENSMUSG00000029616	1047	Erp29	ERP29	AXON	CONTRAS	protein_coding	Erp29	Erp29
1048	ENSMUSG00000022906	1048	Parp9	PARP9	AXON	CONTRAS	protein_coding	Parp9	Parp9
1049	ENSMUSG00000035778	1049	Ggta1	GGTA1	AXON	CONTRAS	protein_coding	Ggta1	Ggta1
1050	ENSMUSG00000023066	1050	Rttn	RTTN	AXON	CONTRAS	protein_coding	Rttn	Rttn
1051	ENSMUSG00000026565	1051	Pou2f1	POU2F1	AXON	CONTRAS	protein_coding	Pou2f1	Pou2f1
1052	ENSMUSG00000078716	1052	Tmem8b	TMEM8B	AXON	CONTRAS	protein_coding	Tmem8b	Tmem8b
1053	ENSMUSG00000025728	1053	Pigq	PIGQ	AXON	CONTRAS	protein_coding	Pigq	Pigq
1054	ENSMUSG00000024749	1054	Tmc1	TMC1	AXON	CONTRAS	protein_coding	Tmc1	Tmc1
1055	ENSMUSG00000099907	1055	Gm10421	GM10421	AXON	CONTRAS	processed_transcript	Gm10421	Gm10421
1056	ENSMUSG00000039753	1056	Fbxl5	FBXL5	AXON	CONTRAS	protein_coding	Fbxl5	Fbxl5
